rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/std,train/learning_rate,train/clip_range,train/clip_fraction,train/loss,train/explained_variance,train/approx_kl,train/n_updates
18.3645051,2048,20.05,1,1009,2,,,,,,,,,,,
25.97358579,4096,25.01,2,864,4,-0.018647466514084953,0.5379004319198429,-4.255924093723297,0.9980871677398682,0.0003,0.2,0.14111328125,0.21630728244781494,-0.04557323455810547,0.014115642,10
47.18901134,6144,36.92,3,824,7,-0.028344003274105488,0.3972149344626814,-4.236809259653091,0.9889516830444336,0.0003,0.2,0.2076171875,0.10831740498542786,0.4170570373535156,0.019421022,20
72.72151471,8192,50.71,4,811,10,-0.025224443385377528,0.491938971914351,-4.223545846343041,0.9883792996406555,0.0003,0.2,0.170947265625,0.152312770485878,0.3264690637588501,0.014048815,30
99.91156948999998,10240,61.84,5,795,12,-0.020600762947287875,0.37682832702994346,-4.208196960389614,0.9808345437049866,0.0003,0.2,0.1375,0.13416287302970886,0.25523942708969116,0.01152809,40
118.26965742,12288,68.49,6,790,15,-0.018525750648404938,0.28433562207501384,-4.192061239480973,0.9768052697181702,0.0003,0.2,0.1341796875,0.08923307061195374,0.34333693981170654,0.01028059,50
144.76106104,14336,77.5,7,786,18,-0.02327324043289991,0.2626357566798106,-4.169499406218529,0.9670203328132629,0.0003,0.2,0.17294921875,0.09374427050352097,0.4633558392524719,0.014424724,60
164.46604836999998,16384,84.34,8,783,20,-0.013191583553270903,0.13603698423830793,-4.156383392214775,0.967556893825531,0.0003,0.2,0.1275390625,0.02471202053129673,0.6373724639415741,0.012165597,70
183.60518710000005,18432,91.69,9,782,23,-0.012760018881817815,0.07274728636257351,-4.139250043034553,0.9570216536521912,0.0003,0.2,0.103369140625,-0.014284858480095863,0.8347212821245193,0.008844361,80
200.91215172,20480,99.29,10,780,26,-0.013434312054596376,0.025411479789181613,-4.101577642560005,0.9431741833686829,0.0003,0.2,0.1248046875,-0.006781196221709251,0.9253105223178864,0.010626582,90
216.89241971000004,22528,106.72,11,778,28,-0.011381179650197738,0.013953362994652708,-4.074353639781475,0.9396111369132996,0.0003,0.2,0.102294921875,-0.021508436650037766,0.9611472003161907,0.01152904,100
229.40516481000003,24576,112.92,12,776,31,-0.012362293554178904,0.011389950073498767,-4.0672060459852215,0.938485324382782,0.0003,0.2,0.1162109375,-0.013937000185251236,0.9750191308557987,0.010417667,110
231.61396151999998,26624,114.79,13,777,34,-0.010915194436529418,0.01443246219860157,-4.05368025302887,0.9318983554840088,0.0003,0.2,0.09501953125,-0.008036191575229168,0.9761332478374243,0.008804148,120
235.46340800000002,28672,116.74,14,775,36,-0.014318354918214028,0.005425600137095898,-4.031282494962215,0.9259254336357117,0.0003,0.2,0.115869140625,-0.00889374315738678,0.9896446587517858,0.009583376,130
237.41023812999995,30720,117.78,15,774,39,-0.0145953359286068,0.004875664152496029,-4.023308791220188,0.9259597659111023,0.0003,0.2,0.1287109375,-0.021723290905356407,0.9917091494426131,0.01089403,140
241.22622808999998,32768,119.33,16,773,42,-0.015576622575463262,0.0029573127067124005,-3.9997311450541018,0.9133798480033875,0.0003,0.2,0.1287109375,0.006360496394336224,0.9942868137732148,0.010108964,150
246.45068494,34816,120.69,17,773,44,-0.019418867156491614,0.003653824200955569,-3.9470683515071867,0.8947802186012268,0.0003,0.2,0.16279296875,-0.03070993907749653,0.9926502276211977,0.012578469,160
252.10930046000001,36864,122.17,18,772,47,-0.020924676282447763,0.004464584543165983,-3.8940107464790343,0.8814170956611633,0.0003,0.2,0.153369140625,-0.009924408979713917,0.9920326238498092,0.0118386885,170
258.32415527999996,38912,123.54,19,773,50,-0.021800923021510245,0.003920610261411639,-3.855495121330023,0.8719758987426758,0.0003,0.2,0.148974609375,-0.031888436526060104,0.993915589991957,0.014012426,180
266.98887483,40960,126.46,20,771,53,-0.022871702339034527,0.0038173493139765924,-3.805869621038437,0.8536276817321777,0.0003,0.2,0.17607421875,0.007137903943657875,0.9918377790600061,0.014153167,190
275.8732044,43008,128.93,21,770,55,-0.01987710273388075,0.003948423001565971,-3.7486298359930514,0.8381726145744324,0.0003,0.2,0.144580078125,-0.03229328617453575,0.9918290069326758,0.011895422,200
285.39728577,45056,132.03,22,770,58,-0.016432079767400864,0.0035202142727939643,-3.7236565299332143,0.8383473753929138,0.0003,0.2,0.130810546875,-0.03936437517404556,0.9908796604722738,0.010174326,210
296.34941507999997,47104,135.73,23,771,61,-0.021863601257791743,0.0027126647779368795,-3.703216726332903,0.826070249080658,0.0003,0.2,0.17978515625,-0.018187299370765686,0.9940008670091629,0.013602996,220
306.82493127,49152,139.61,24,770,63,-0.013053840192151256,0.002254860523680691,-3.671484662592411,0.8208701014518738,0.0003,0.2,0.113916015625,-0.02403694950044155,0.9938215585425496,0.008407058,230
316.6126912,51200,143.61,25,769,66,-0.014610300700587686,0.0018191324305007583,-3.63884901329875,0.8087330460548401,0.0003,0.2,0.1232421875,-0.026547303423285484,0.9954723007977009,0.010154232,240
326.10513835999996,53248,147.91,26,769,69,-0.012173246992460918,0.0014614584744776949,-3.611360804736614,0.8061018586158752,0.0003,0.2,0.11201171875,-0.009795712307095528,0.9948792168870568,0.008713588,250
333.93374968000006,55296,151.0,27,770,71,-0.015964096179959596,0.0015894096812189673,-3.60242804735899,0.803962230682373,0.0003,0.2,0.145703125,-0.017363226041197777,0.9960858775302768,0.011730277,260
339.31661146,57344,152.7,28,769,74,-0.01039560609642649,0.0018404327625830773,-3.600055832415819,0.8048343062400818,0.0003,0.2,0.124072265625,0.018160535022616386,0.9965906511060894,0.012040222,270
343.55990646999993,59392,153.26,29,769,77,-0.013562401832314209,0.001039517454955785,-3.5795498229563236,0.7932830452919006,0.0003,0.2,0.12822265625,-0.013127563521265984,0.9978820162359625,0.009863819,280
346.09395785000015,61440,152.48,30,769,79,-0.011590811462519923,0.0017396220078808255,-3.5471060410141946,0.7873477935791016,0.0003,0.2,0.098046875,-0.009946160018444061,0.9971613031812012,0.00986727,290
348.7130552100001,63488,151.89,31,768,82,-0.010537840006873012,0.0020028684231874648,-3.5259378254413605,0.783024251461029,0.0003,0.2,0.114111328125,0.009974164888262749,0.9970126466359943,0.0108169,300
350.06815272000006,65536,149.55,32,768,85,-0.013771073253883515,0.0015384900512799503,-3.5117842726409436,0.7789740562438965,0.0003,0.2,0.1287109375,2.641079481691122e-05,0.996985119767487,0.011277514,310
352.49243077,67584,147.39,33,768,87,-0.013545150340360124,0.0023566463620227295,-3.50685588568449,0.7794604301452637,0.0003,0.2,0.116015625,-0.01075949240475893,0.9964101295918226,0.009696436,320
356.3846608300001,69632,146.02,34,768,90,-0.011799322288425174,0.002650473437461187,-3.4860967583954334,0.7684259414672852,0.0003,0.2,0.100439453125,-0.010615360923111439,0.995889276266098,0.008669839,330
360.5724535400001,71680,145.03,35,768,93,-0.01266921773640206,0.0020194464690575843,-3.4709972314536572,0.7716660499572754,0.0003,0.2,0.112109375,-0.058160919696092606,0.9967915106099099,0.009265106,340
364.4944315999999,73728,144.75,36,768,95,-0.015638032903370912,0.0035912867217120946,-3.4585828140377997,0.7633039355278015,0.0003,0.2,0.123876953125,-0.02655220590531826,0.9951830776408315,0.012491962,350
370.22337142,75776,145.0,37,767,98,-0.013054878526600078,0.007662584717400023,-3.4298800520598887,0.7558804154396057,0.0003,0.2,0.123388671875,-0.02872580662369728,0.9878040552139282,0.009940051,360
374.0949473900001,77824,144.56,38,767,101,-0.013616364417248405,0.001757474489750166,-3.40645672082901,0.7522169947624207,0.0003,0.2,0.11953125,-0.01618078723549843,0.9967805191408843,0.00865423,370
377.5249647499999,79872,144.12,39,766,104,-0.012382026956765912,0.0014980154541262892,-3.394479928165674,0.7487120032310486,0.0003,0.2,0.1314453125,-0.028948429971933365,0.9976097808685154,0.011720713,380
380.82964839,81920,144.14,40,767,106,-0.014097737619886174,0.0019983527381555177,-3.3665476463735104,0.738684356212616,0.0003,0.2,0.136767578125,0.012318955734372139,0.9966132980771363,0.013368621,390
385.31196099999994,83968,144.45,41,767,109,-0.017018468501919414,0.002043618703100947,-3.331326235830784,0.7314409613609314,0.0003,0.2,0.14423828125,0.001755320350639522,0.9962994807865471,0.014975063,400
389.09420283,86016,144.5,42,766,112,-0.010279377638653386,0.0012245069297932786,-3.2992891274392604,0.7242679595947266,0.0003,0.2,0.132177734375,-0.03411617875099182,0.9973398807924241,0.012428073,410
394.20879468000004,88064,144.86,43,766,114,-0.013393834211456124,0.0011607956041189027,-3.2802061192691325,0.7210372090339661,0.0003,0.2,0.13212890625,-0.026301013305783272,0.9979031796101481,0.012019885,420
398.47012760999996,90112,145.36,44,766,117,-0.015053801343310625,0.0008630221882413025,-3.277248116582632,0.7219894528388977,0.0003,0.2,0.1376953125,-0.028547342866659164,0.9982797015691176,0.011347549,430
402.74619039000004,92160,146.3,45,766,120,-0.011214974590257044,0.0008757908512052381,-3.2680843994021416,0.7178290486335754,0.0003,0.2,0.10556640625,-0.01658179610967636,0.9983525131829083,0.01037279,440
407.90526258000006,94208,147.51,46,766,122,-0.015281710017006844,0.0011809542063929257,-3.2512459114193915,0.7136485576629639,0.0003,0.2,0.119921875,-0.008969173766672611,0.9978489042259753,0.009437361,450
413.2027721699999,96256,148.66,47,766,125,-0.015621272760472493,0.0027779270079918207,-3.2383289486169815,0.7121437191963196,0.0003,0.2,0.14052734375,-0.020481551066040993,0.9954156582243741,0.012549538,460
417.22511679,98304,149.66,48,766,128,-0.01239870816207258,0.0020173327600787163,-3.2323371954262257,0.7106850743293762,0.0003,0.2,0.14189453125,0.024213502183556557,0.9970254770014435,0.0126947835,470
420.93520986000004,100352,150.81,49,766,130,-0.012232858726929408,0.0005785665689927554,-3.2002662889659406,0.6980360150337219,0.0003,0.2,0.15244140625,-0.03120100498199463,0.9979643300175667,0.014727019,480
423.68305240999996,102400,151.64,50,765,133,-0.008193628172011812,0.0033707973748278164,-3.1701630756258963,0.6949987411499023,0.0003,0.2,0.10458984375,0.0020444164983928204,0.9948002533055842,0.009743366,490
426.63985750999996,104448,152.68,51,765,136,-0.014933101519272896,0.00038805798171779313,-3.1332983553409575,0.6817069053649902,0.0003,0.2,0.137060546875,-0.026975426822900772,0.9991295447107404,0.012108639,500
429.03617556999995,106496,153.41,52,765,139,-0.009973475083825178,0.000497614895039078,-3.099003321677446,0.6782787442207336,0.0003,0.2,0.1060546875,-0.036508552730083466,0.9990462668938562,0.008938057,510
430.91171535,108544,154.0,53,765,141,-0.010499512136448175,0.003593160215586977,-3.0625217400491236,0.6662439703941345,0.0003,0.2,0.129541015625,0.002094259485602379,0.9956250749528408,0.012124633,520
433.46528434,110592,154.72,54,764,144,-0.0065239974243013425,0.0026474850013983088,-3.02691560909152,0.6625331044197083,0.0003,0.2,0.121923828125,-0.01011633314192295,0.9966601184569299,0.009477247,530
434.18174172000016,112640,154.86,55,765,147,-0.008352487967204069,0.0005129299263444409,-2.9892831802368165,0.6507260203361511,0.0003,0.2,0.114208984375,-0.011625394225120544,0.998660787474364,0.010691925,540
434.90736689,114688,154.9,56,765,149,-0.0127731910921284,0.00028122277535658213,-2.964027860015631,0.649691641330719,0.0003,0.2,0.149169921875,0.013978182338178158,0.9995457841141615,0.011828009,550
435.93725075999987,116736,155.07,57,765,152,-0.00880316203838447,0.0002012843963029809,-2.9389889486134053,0.6409124732017517,0.0003,0.2,0.09228515625,-0.03777438402175903,0.9996663041820284,0.010180522,560
436.01141156,118784,154.81,58,765,155,-0.011501434069941752,0.00022969961019043695,-2.906014323234558,0.634238064289093,0.0003,0.2,0.143408203125,-0.020468708127737045,0.9996894419018645,0.010940593,570
436.96524372000005,120832,154.84,59,765,157,-0.011515219022112434,0.00016841585768361255,-2.8719196788966657,0.6264430284500122,0.0003,0.2,0.14990234375,-0.03003540448844433,0.9997493652626872,0.013538558,580
438.52311545,122880,155.13,60,765,160,-0.010428846198192333,0.00011090614647173425,-2.838171414285898,0.6212944984436035,0.0003,0.2,0.136083984375,-0.012747249566018581,0.9998363962804433,0.010635251,590
438.74791588999994,124928,155.12,61,765,163,-0.008664252892776858,0.00011685646642263236,-2.812963453680277,0.6150560975074768,0.0003,0.2,0.13310546875,0.00043883395846933126,0.9998497382621281,0.010292841,600
438.54930292000006,126976,154.85,62,765,165,-0.009944336495391327,0.00018323206427339755,-2.782102843374014,0.6086283326148987,0.0003,0.2,0.14033203125,-0.019575906917452812,0.9997646132396767,0.012123991,610
439.05216869000003,129024,154.98,63,765,168,-0.011923681576445234,0.00011359725943975718,-2.7637053437530996,0.6076344847679138,0.0003,0.2,0.1427734375,-0.02738100476562977,0.9998208812758094,0.010716111,620
439.90864466,131072,155.29,64,765,171,-0.010191730604856276,0.00017006973323532292,-2.725288421660662,0.5949504375457764,0.0003,0.2,0.132421875,-0.01334608718752861,0.9997604547825176,0.011552788,630
440.67534337000006,133120,155.6,65,765,173,-0.009767857035330962,0.00010400452476915234,-2.6855622455477715,0.5900343060493469,0.0003,0.2,0.133251953125,-0.011646720580756664,0.9998519452201435,0.0128604155,640
440.91413179000006,135168,155.74,66,765,176,-0.011943715413508471,0.00010662220535095912,-2.6648870818316936,0.5866276621818542,0.0003,0.2,0.1359375,0.016940413042902946,0.9998645758751081,0.0111054275,650
441.24355068000006,137216,155.89,67,765,179,-0.010376205656211824,7.656172965653241e-05,-2.6392235815525056,0.5806545615196228,0.0003,0.2,0.14990234375,-0.04748432710766792,0.9998891731665935,0.014331387,660
441.22241291000006,139264,155.8,68,765,181,-0.009236433157639112,8.459849815380948e-05,-2.6189513564109803,0.5780525803565979,0.0003,0.2,0.12587890625,-0.02459542267024517,0.9998870054914732,0.011344384,670
441.44780349000007,141312,155.75,69,765,184,-0.006209742306964472,0.00010238521288101765,-2.593428675085306,0.5722200870513916,0.0003,0.2,0.11923828125,-0.029630068689584732,0.9998924451720086,0.009878837,680
441.60866158,143360,155.77,70,765,187,-0.012077212308940943,7.549072784058808e-05,-2.5830234453082084,0.572905421257019,0.0003,0.2,0.168603515625,0.023317836225032806,0.999869455001317,0.0149423,690
441.82546475000004,145408,155.76,71,765,190,-0.009868142583582085,6.322215986074298e-05,-2.5786846429109573,0.5716564655303955,0.0003,0.2,0.135546875,-0.02481897920370102,0.9998945717452443,0.011040637,700
