rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/std,train/learning_rate,train/clip_range,train/clip_fraction,train/loss,train/explained_variance,train/approx_kl,train/n_updates
17.45017926,2048,20.46,1,1064,1,,,,,,,,,,,
23.19972256,4096,23.19,2,886,4,-0.01661554999591317,0.527224503736943,-4.244686254858971,0.9918553233146667,0.0003,0.2,0.120458984375,0.23991759121418,-0.23247992992401123,0.012304243,10
39.64014158,6144,33.2,3,840,7,-0.029207693471107632,0.4705012674909085,-4.212111546099186,0.9793210029602051,0.0003,0.2,0.211962890625,0.24107486009597778,0.45566290616989136,0.023671074,20
65.12427206,8192,46.73,4,816,10,-0.028382080012670487,0.4933654864318669,-4.183355768024922,0.972998321056366,0.0003,0.2,0.192431640625,0.20598281919956207,0.45197999477386475,0.015831124,30
93.06593740999999,10240,59.47,5,809,12,-0.0217897293594433,0.39227174408733845,-4.1587959542870525,0.964423656463623,0.0003,0.2,0.144287109375,0.12920960783958435,0.353423535823822,0.012167459,40
117.96598390999998,12288,70.33,6,797,15,-0.01876618226961,0.20918948540929705,-4.141404873132705,0.9603950381278992,0.0003,0.2,0.14208984375,0.04209093749523163,0.32877838611602783,0.011618703,50
146.7643076,14336,82.77,7,795,18,-0.019808629705221393,0.15980592651758344,-4.123809479176998,0.9522821307182312,0.0003,0.2,0.13505859375,0.009854022413492203,0.5809442698955536,0.008648295,60
164.42196741,16384,88.76,8,793,20,-0.01568913479859475,0.09992976051289588,-4.09540381282568,0.9437026977539062,0.0003,0.2,0.130517578125,-0.009665472432971,0.7575175315141678,0.010816549,70
182.42888459999998,18432,95.34,9,789,23,-0.013499798948760144,0.03728226622915827,-4.068721583485603,0.9361715316772461,0.0003,0.2,0.09736328125,-0.0043921805918216705,0.9064581096172333,0.009497214,80
199.19949121,20480,101.46,10,785,26,-0.021173187669774052,0.10763189581921324,-4.070743454992771,0.9421289563179016,0.0003,0.2,0.1578125,0.08131079375743866,0.8364487290382385,0.011135129,90
