rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/std,train/learning_rate,train/clip_range,train/clip_fraction,train/loss,train/explained_variance,train/approx_kl,train/n_updates
17.07894377,2048,19.62,1,1068,1,,,,,,,,,,,
22.316466690000002,4096,22.83,2,875,4,-0.0129220188689942,0.60986199923791,-4.256132102012634,1.0006579160690308,0.0003,0.2,0.0853515625,0.07692919671535492,-0.33833861351013184,0.009879462,10
32.90808623,6144,29.21,3,839,7,-0.026950616532121784,0.3232319847680628,-4.243724852800369,0.992222785949707,0.0003,0.2,0.201025390625,0.1338891088962555,0.4141382575035095,0.017377539,20
57.086702269999996,8192,41.92,4,821,9,-0.03299242286593653,0.5203924871049821,-4.21122562289238,0.9783734679222107,0.0003,0.2,0.23251953125,0.20406818389892578,0.4653075337409973,0.018770587,30
80.44131278999998,10240,53.02,5,805,12,-0.019251903484109788,0.4094672147650272,-4.190496908128262,0.9773228764533997,0.0003,0.2,0.110888671875,0.13064756989479065,-0.07602238655090332,0.0107309865,40
105.99924353,12288,64.63,6,796,15,-0.01782277388556395,0.3381362541113049,-4.180438277125359,0.9716448783874512,0.0003,0.2,0.127001953125,0.09831811487674713,0.20457196235656738,0.0110550225,50
123.53443829999998,14336,71.51,7,793,18,-0.021095717350544874,0.3360338868573308,-4.140078610181808,0.9544242024421692,0.0003,0.2,0.147216796875,0.08673243224620819,0.3893151879310608,0.012507033,60
144.19603867,16384,78.98,8,789,20,-0.02044867515505757,0.26188579271547496,-4.10361957848072,0.9466057419776917,0.0003,0.2,0.136962890625,0.11321479082107544,0.4821856617927551,0.01114855,70
164.81722957000002,18432,86.29,9,784,23,-0.01728858192509506,0.17393345672171562,-4.068936914205551,0.9345003962516785,0.0003,0.2,0.107666015625,0.0742524266242981,0.7090585231781006,0.008898653,80
184.23577791,20480,93.66,10,783,26,-0.010534461641509552,0.0424842988839373,-4.052303545176983,0.9338743090629578,0.0003,0.2,0.073095703125,0.009044371545314789,0.8761906698346138,0.0071183583,90
202.17931757000002,22528,100.0,11,782,28,-0.010648845527612139,0.0492064444697462,-4.044160835444927,0.9293017387390137,0.0003,0.2,0.077880859375,0.0019387174397706985,0.9094404801726341,0.0065932726,100
215.14868622000006,24576,104.64,12,780,31,-0.00917929416464176,0.07339338056044653,-4.038754194974899,0.931096613407135,0.0003,0.2,0.06875,0.011203639209270477,0.900956317782402,0.0070645656,110
223.60518260999999,26624,107.44,13,777,34,-0.015543150137818883,0.008454014259041288,-4.029034413397312,0.9230148196220398,0.0003,0.2,0.132958984375,-0.009214653633534908,0.9808551352471113,0.011792982,120
228.11117312999994,28672,108.79,14,777,36,-0.012057871955039445,0.007272370655118721,-4.007593662291765,0.9170103669166565,0.0003,0.2,0.090869140625,-0.004492844454944134,0.9880503853783011,0.009544341,130
231.21562670000003,30720,109.56,15,776,39,-0.012943902221741155,0.004118714264041046,-3.9673267282545566,0.9008157253265381,0.0003,0.2,0.101904296875,0.0007540322840213776,0.9937706748023629,0.008974994,140
235.98187066000003,32768,111.32,16,775,42,-0.011831729237746913,0.0038123626189189965,-3.9224556013941765,0.8876345157623291,0.0003,0.2,0.10458984375,-0.02581794373691082,0.994668438564986,0.0109554455,150
239.73733880999995,34816,112.87,17,775,44,-0.011556052215746604,0.002672671827895101,-3.9056414999067783,0.8898637890815735,0.0003,0.2,0.09462890625,0.008080555126070976,0.9958144295960665,0.00829348,160
243.29579345,36864,114.7,18,774,47,-0.01465345330943819,0.003461151768351556,-3.873100298643112,0.8709328770637512,0.0003,0.2,0.13427734375,-0.03008052334189415,0.9938342990353703,0.01111871,170
